기관대분류,최상위기관,기관명,전체기관명,총계,공개장소,비공개장소,공개장소 소계,범죄예방,시설안전 및 화재예방,교통단속,교통정보수집 분석 및 제공
국가행정기관,문화재청,경복궁관리소,문화재청 경복궁관리소,411,375,36,375,0,375,0,0
국가행정기관,문화재청,국립고궁박물관,문화재청 국립고궁박물관,173,105,68,105,102,3,0,0
국가행정기관,문화재청,국립무형유산원,문화재청 국립무형유산원,212,195,17,195,0,195,0,0
국가행정기관,문화재청,국립문화재연구원,문화재청 국립문화재연구원,121,121,0,121,0,121,0,0
국가행정기관,문화재청,국립가야문화재연구소,문화재청 국립문화재연구원 국립가야문화재연구소,41,27,14,27,6,21,0,0
국가행정기관,문화재청,국립경주문화재연구소,문화재청 국립문화재연구원 국립경주문화재연구소,188,188,0,188,0,188,0,0
국가행정기관,문화재청,국립나주문화재연구소,문화재청 국립문화재연구원 국립나주문화재연구소,39,17,22,17,10,7,0,0
국가행정기관,문화재청,국립부여문화재연구소,문화재청 국립문화재연구원 국립부여문화재연구소,111,81,30,81,81,0,0,0
국가행정기관,문화재청,국립서울문화재연구소,문화재청 국립문화재연구원 국립서울문화재연구소,4,2,2,2,0,2,0,0
국가행정기관,문화재청,국립완주문화재연구소,문화재청 국립문화재연구원 국립완주문화재연구소,26,19,7,19,0,19,0,0
국가행정기관,문화재청,국립중원문화재연구소,문화재청 국립문화재연구원 국립중원문화재연구소,48,18,30,18,0,18,0,0
국가행정기관,문화재청,국립해양문화재연구소,문화재청 국립해양문화재연구소,154,116,38,116,0,116,0,0
국가행정기관,문화재청,국외소재문화재재단,문화재청 국외소재문화재재단,0,0,0,0,0,0,0,0
국가행정기관,문화재청,궁능유적본부,문화재청 궁능유적본부,0,0,0,0,0,0,0,0
국가행정기관,문화재청,덕수궁관리소,문화재청 덕수궁관리소,156,156,0,156,0,156,0,0
국가행정기관,문화재청,동부지구관리소,문화재청 동부지구관리소,131,104,27,104,0,104,0,0
국가행정기관,문화재청,만인의총관리소,문화재청 만인의총관리소,18,18,0,18,0,18,0,0
국가행정기관,문화재청,문화유산국민신탁,문화재청 문화유산국민신탁,25,25,0,25,0,25,0,0
국가행정기관,문화재청,백제왕도핵심유적보존ㆍ관리사업추진단,문화재청 백제왕도핵심유적보존ㆍ관리사업추진단,0,0,0,0,0,0,0,0
국가행정기관,문화재청,서부지구관리소,문화재청 서부지구관리소,567,335,232,335,0,335,0,0
국가행정기관,문화재청,세종대왕유적관리소,문화재청 세종대왕유적관리소,142,138,4,138,26,112,0,0
국가행정기관,문화재청,유네스코아시아태평양무형문화유산국제정보네트워킹센터,문화재청 유네스코아시아태평양무형문화유산국제정보네트워킹센터,0,0,0,0,0,0,0,0
국가행정기관,문화재청,재단법인유네스코세계유산국제해석설명센터,문화재청 재단법인유네스코세계유산국제해석설명센터,0,0,0,0,0,0,0,0
국가행정기관,문화재청,전통건축수리기술진흥재단,문화재청 전통건축수리기술진흥재단,57,38,19,38,0,38,0,0
국가행정기관,문화재청,종묘관리소,문화재청 종묘관리소,96,96,0,96,0,96,0,0
국가행정기관,문화재청,중부지구관리소,문화재청 중부지구관리소,68,68,0,68,0,68,0,0
국가행정기관,문화재청,창경궁관리소,문화재청 창경궁관리소,160,78,82,78,0,78,0,0
국가행정기관,문화재청,창덕궁관리소,문화재청 창덕궁관리소,330,174,156,174,0,174,0,0
국가행정기관,문화재청,칠백의총관리소,문화재청 칠백의총관리소,35,35,0,35,33,2,0,0
국가행정기관,문화재청,한국문화재재단,문화재청 한국문화재재단,227,227,0,227,11,216,0,0
국가행정기관,문화재청,한국전통문화대학교,문화재청 한국전통문화대학교,393,389,4,389,0,389,0,0
국가행정기관,문화재청,현충사관리소,문화재청 현충사관리소,34,34,0,34,32,2,0,0
국가행정기관,문화체육관광부,게임물관리위원회,문화체육관광부 게임물관리위원회,3,0,3,0,0,0,0,0
국가행정기관,문화체육관광부,국립국악고등학교,문화체육관광부 국립국악고등학교,104,104,0,104,0,104,0,0
국가행정기관,문화체육관광부,국립국악원,문화체육관광부 국립국악원,172,163,9,163,0,163,0,0
국가행정기관,문화체육관광부,남도국악원,문화체육관광부 국립국악원 남도국악원,33,33,0,33,0,33,0,0
국가행정기관,문화체육관광부,민속국악원,문화체육관광부 국립국악원 민속국악원,77,77,0,77,0,77,0,0
국가행정기관,문화체육관광부,부산국악원,문화체육관광부 국립국악원 부산국악원,84,84,0,84,0,84,0,0
국가행정기관,문화체육관광부,국립국어원,문화체육관광부 국립국어원,35,35,0,35,22,13,0,0
국가행정기관,문화체육관광부,국립민속박물관,문화체육관광부 국립민속박물관,224,153,71,153,0,153,0,0
국가행정기관,문화체육관광부,국립박물관문화재단,문화체육관광부 국립박물관문화재단,23,18,5,18,18,0,0,0
국가행정기관,문화체육관광부,국립아시아문화전당,문화체육관광부 국립아시아문화전당,438,325,113,325,0,325,0,0
국가행정기관,문화체육관광부,국립장애인도서관,문화체육관광부 국립장애인도서관,0,0,0,0,0,0,0,0
국가행정기관,문화체육관광부,국립전통예술고등학교,문화체육관광부 국립전통예술고등학교,117,117,0,117,3,112,2,0
국가행정기관,문화체육관광부,국립중앙극장,문화체육관광부 국립중앙극장,347,347,0,347,0,347,0,0
국가행정기관,문화체육관광부,국립중앙도서관,문화체육관광부 국립중앙도서관,255,201,54,201,97,94,3,7
국가행정기관,문화체육관광부,국립세종도서관,문화체육관광부 국립중앙도서관 국립세종도서관,145,102,43,102,0,102,0,0
국가행정기관,문화체육관광부,국립어린이청소년도서관,문화체육관광부 국립중앙도서관 국립어린이청소년도서관,60,50,10,50,10,40,0,0
국가행정기관,문화체육관광부,국립중앙박물관,문화체육관광부 국립중앙박물관,79,79,0,79,0,79,0,0
국가행정기관,문화체육관광부,경주박물관,문화체육관광부 국립중앙박물관 경주박물관,207,166,41,166,0,166,0,0
국가행정기관,문화체육관광부,공주박물관,문화체육관광부 국립중앙박물관 공주박물관,114,84,30,84,42,42,0,0
국가행정기관,문화체육관광부,광주박물관,문화체육관광부 국립중앙박물관 광주박물관,88,88,0,88,0,86,0,2
국가행정기관,문화체육관광부,김해박물관,문화체육관광부 국립중앙박물관 김해박물관,130,130,0,130,0,130,0,0
국가행정기관,문화체육관광부,나주박물관,문화체육관광부 국립중앙박물관 나주박물관,113,77,36,77,33,44,0,0
국가행정기관,문화체육관광부,대구박물관,문화체육관광부 국립중앙박물관 대구박물관,79,79,0,79,0,79,0,0
국가행정기관,문화체육관광부,부여박물관,문화체육관광부 국립중앙박물관 부여박물관,73,73,0,73,56,17,0,0
국가행정기관,문화체육관광부,익산박물관,문화체육관광부 국립중앙박물관 익산박물관,85,65,20,65,0,65,0,0
국가행정기관,문화체육관광부,전주박물관,문화체육관광부 국립중앙박물관 전주박물관,67,45,22,45,0,45,0,0
국가행정기관,문화체육관광부,제주박물관,문화체육관광부 국립중앙박물관 제주박물관,67,67,0,67,0,67,0,0
국가행정기관,문화체육관광부,진주박물관,문화체육관광부 국립중앙박물관 진주박물관,83,60,23,60,30,30,0,0
국가행정기관,문화체육관광부,청주박물관,문화체육관광부 국립중앙박물관 청주박물관,85,85,0,85,16,69,0,0
국가행정기관,문화체육관광부,춘천박물관,문화체육관광부 국립중앙박물관 춘천박물관,116,92,24,92,0,92,0,0
국가행정기관,문화체육관광부,국립한글박물관,문화체육관광부 국립한글박물관,123,0,123,0,0,0,0,0
국가행정기관,문화체육관광부,국립현대미술관,문화체육관광부 국립현대미술관,230,230,0,230,0,230,0,0
국가행정기관,문화체육관광부,국제방송교류재단,문화체육관광부 국제방송교류재단,40,40,0,40,0,40,0,0
국가행정기관,문화체육관광부,그랜드코리아레저(주),문화체육관광부 그랜드코리아레저(주),1500,76,1424,76,0,76,0,0
국가행정기관,문화체육관광부,대한민국역사박물관,문화체육관광부 대한민국역사박물관,125,109,16,109,0,109,0,0
국가행정기관,문화체육관광부,대한장애인체육회,문화체육관광부 대한장애인체육회,9,9,0,9,0,9,0,0
국가행정기관,문화체육관광부,대한체육회,문화체육관광부 대한체육회,600,56,544,56,0,56,0,0
국가행정기관,문화체육관광부,서울올림픽기념국민체육진흥공단,문화체육관광부 서울올림픽기념국민체육진흥공단,2471,2312,159,2312,316,1996,0,0
국가행정기관,문화체육관광부,영상물등급위원회,문화체육관광부 영상물등급위원회,0,0,0,0,0,0,0,0
국가행정기관,문화체육관광부,영화진흥위원회,문화체육관광부 영화진흥위원회,87,80,7,80,0,80,0,0
국가행정기관,문화체육관광부,예술경영지원센터,문화체육관광부 예술경영지원센터,0,0,0,0,0,0,0,0
국가행정기관,문화체육관광부,예술원사무국,문화체육관광부 예술원사무국,1,1,0,1,0,1,0,0
국가행정기관,문화체육관광부,예술의전당,문화체육관광부 예술의전당,568,568,0,568,0,568,0,0
국가행정기관,문화체육관광부,재단법인 국악방송,문화체육관광부 재단법인 국악방송,3,3,0,3,1,2,0,0
국가행정기관,문화체육관광부,태권도진흥재단,문화체육관광부 태권도진흥재단,267,257,10,257,243,14,0,0
국가행정기관,문화체육관광부,한국공예디자인문화진흥원,문화체육관광부 한국공예디자인문화진흥원,35,35,0,35,0,35,0,0
국가행정기관,문화체육관광부,한국관광공사,문화체육관광부 한국관광공사,364,325,39,325,55,270,0,0
국가행정기관,문화체육관광부,한국도박문제예방치유원,문화체육관광부 한국도박문제예방치유원,33,32,1,32,0,32,0,0
국가행정기관,문화체육관광부,한국문학번역원,문화체육관광부 한국문학번역원,7,7,0,7,4,3,0,0
국가행정기관,문화체육관광부,한국문화예술위원회,문화체육관광부 한국문화예술위원회,144,121,23,121,100,21,0,0
국가행정기관,문화체육관광부,한국문화정보원,문화체육관광부 한국문화정보원,8,0,8,0,0,0,0,0
국가행정기관,문화체육관광부,한국문화진흥(주),문화체육관광부 한국문화진흥(주),77,77,0,77,20,57,0,0
국가행정기관,문화체육관광부,한국언론진흥재단,문화체육관광부 한국언론진흥재단,0,0,0,0,0,0,0,0
국가행정기관,문화체육관광부,한국영상자료원,문화체육관광부 한국영상자료원,116,68,48,68,53,15,0,0
국가행정기관,문화체육관광부,한국예술인복지재단,문화체육관광부 한국예술인복지재단,7,7,0,7,0,7,0,0
국가행정기관,문화체육관광부,한국예술종합학교,문화체육관광부 한국예술종합학교,288,288,0,288,0,288,0,0
국가행정기관,문화체육관광부,한국저작권보호원,문화체육관광부 한국저작권보호원,13,0,13,0,0,0,0,0
국가행정기관,문화체육관광부,한국저작권위원회,문화체육관광부 한국저작권위원회,19,9,10,9,0,9,0,0
국가행정기관,문화체육관광부,한국체육산업개발주식회사,문화체육관광부 한국체육산업개발주식회사,683,596,87,596,372,224,0,0
국가행정기관,문화체육관광부,한국출판문화산업진흥원,문화체육관광부 한국출판문화산업진흥원,0,0,0,0,0,0,0,0
국가행정기관,문화체육관광부,한국콘텐츠진흥원,문화체육관광부 한국콘텐츠진흥원,325,246,79,246,29,217,0,0
국가행정기관,민주평화통일자문회의사무처,민주평화통일자문회의사무처,민주평화통일자문회의사무처,11,9,2,9,0,9,0,0
국가행정기관,방송통신위원회,방송통신위원회,방송통신위원회,4,0,4,0,0,0,0,0
국가행정기관,방송통신위원회,시청자미디어재단,방송통신위원회 시청자미디어재단,203,197,6,197,14,183,0,0
국가행정기관,방송통신위원회,한국방송광고진흥공사,방송통신위원회 한국방송광고진흥공사,275,270,5,270,0,270,0,0
국가행정기관,방위사업청,방위사업청,방위사업청,108,0,108,0,0,0,0,0
국가행정기관,방위사업청,국방과학연구소,방위사업청 국방과학연구소,1486,11,1475,11,0,11,0,0
국가행정기관,방위사업청,국방기술품질원,방위사업청 국방기술품질원,406,48,358,48,0,48,0,0
국가행정기관,방위사업청,국방기술진흥연구소,방위사업청 국방기술품질원 국방기술진흥연구소,82,14,68,14,3,0,11,0
국가행정기관,법무부,법무부,법무부,23784,2429,21355,2429,142,2287,0,0
국가행정기관,법무부,대한법률구조공단,법무부 대한법률구조공단,101,93,8,93,0,93,0,0
국가행정기관,법무부,한국법무보호복지공단,법무부 한국법무보호복지공단,559,406,153,406,81,325,0,0
국가행정기관,병무청,병무청,병무청,39,0,39,0,0,0,0,0
국가행정기관,병무청,강원영동병무지청,병무청 강원영동병무지청,22,21,1,21,0,21,0,0
국가행정기관,병무청,강원지방병무청,병무청 강원지방병무청,53,52,1,52,17,35,0,0
국가행정기관,병무청,경기북부병무지청,병무청 경기북부병무지청,32,30,2,30,14,16,0,0
국가행정기관,병무청,경남지방병무청,병무청 경남지방병무청,29,28,1,28,11,17,0,0
국가행정기관,병무청,경인지방병무청,병무청 경인지방병무청,62,51,11,51,23,26,0,2
국가행정기관,병무청,광주전남지방병무청,병무청 광주전남지방병무청,49,44,5,44,13,31,0,0
국가행정기관,병무청,대구경북지방병무청,병무청 대구경북지방병무청,49,49,0,49,0,49,0,0
국가행정기관,병무청,대전충남지방병무청,병무청 대전충남지방병무청,57,54,3,54,7,47,0,0
국가행정기관,병무청,대체역심사위원회,병무청 대체역심사위원회,20,8,12,8,0,8,0,0
국가행정기관,병무청,병무민원상담소,병무청 병무민원상담소,0,0,0,0,0,0,0,0
국가행정기관,병무청,부산울산지방병무청,병무청 부산울산지방병무청,61,60,1,60,0,60,0,0
국가행정기관,병무청,사회복무연수센터,병무청 사회복무연수센터,170,167,3,167,42,125,0,0
국가행정기관,병무청,서울지방병무청,병무청 서울지방병무청,61,57,4,57,3,54,0,0
국가행정기관,병무청,인천병무지청,병무청 인천병무지청,33,31,2,31,11,20,0,0
국가행정기관,병무청,전북지방병무청,병무청 전북지방병무청,37,34,3,34,16,18,0,0
국가행정기관,병무청,제주지방병무청,병무청 제주지방병무청,17,12,5,12,3,9,0,0
국가행정기관,병무청,중앙병역판정검사소,병무청 중앙병역판정검사소,36,35,1,35,20,15,0,0
국가행정기관,병무청,충북지방병무청,병무청 충북지방병무청,24,22,2,22,13,9,0,0
국가행정기관,보건복지부,보건복지부,보건복지부,12,2,10,2,2,0,0,0
국가행정기관,보건복지부,(재)한국보건의료정보원,보건복지부 (재)한국보건의료정보원,25,0,25,0,0,0,0,0
국가행정기관,보건복지부,건강보험분쟁조정위원회사무국,보건복지부 건강보험분쟁조정위원회사무국,0,0,0,0,0,0,0,0
국가행정기관,보건복지부,건강보험심사평가원,보건복지부 건강보험심사평가원,669,260,409,260,0,260,0,0
국가행정기관,보건복지부,국립공주병원,보건복지부 국립공주병원,46,12,34,12,0,12,0,0
국가행정기관,보건복지부,국립나주병원,보건복지부 국립나주병원,65,16,49,16,0,16,0,0
국가행정기관,보건복지부,국립망향의동산관리원,보건복지부 국립망향의동산관리원,16,16,0,16,10,6,0,0
국가행정기관,보건복지부,국립부곡병원,보건복지부 국립부곡병원,48,31,17,31,0,31,0,0
국가행정기관,보건복지부,국립소록도병원,보건복지부 국립소록도병원,30,22,8,22,7,15,0,0
국가행정기관,보건복지부,국립암센터,보건복지부 국립암센터,628,628,0,628,264,364,0,0
국가행정기관,보건복지부,국립장기조직혈액관리원,보건복지부 국립장기조직혈액관리원,2,0,2,0,0,0,0,0
국가행정기관,보건복지부,국립재활원,보건복지부 국립재활원,225,218,7,218,0,218,0,0
국가행정기관,보건복지부,국립정신건강센터,보건복지부 국립정신건강센터,367,225,142,225,0,225,0,0
국가행정기관,보건복지부,국립중앙의료원,보건복지부 국립중앙의료원,303,199,104,199,199,0,0,0
국가행정기관,보건복지부,국립춘천병원,보건복지부 국립춘천병원,38,17,21,17,1,16,0,0
국가행정기관,보건복지부,국민건강보험공단,보건복지부 국민건강보험공단,2479,2304,175,2304,1159,1145,0,0
국가행정기관,보건복지부,일산병원,보건복지부 국민건강보험공단 일산병원,702,371,331,371,0,371,0,0
국가행정기관,보건복지부,국민연금공단,보건복지부 국민연금공단,1253,1162,91,1162,0,1162,0,0
국가행정기관,보건복지부,대구경북첨단의료산업진흥재단,보건복지부 대구경북첨단의료산업진흥재단,223,223,0,223,0,223,0,0
국가행정기관,보건복지부,대한적십자사,보건복지부 대한적십자사,1939,1727,212,1727,324,1403,0,0
국가행정기관,보건복지부,아동권리보장원,보건복지부 아동권리보장원,14,4,10,4,4,0,0,0
국가행정기관,보건복지부,오송생명과학단지지원센터,보건복지부 오송생명과학단지지원센터,1138,21,1117,21,21,0,0,0
국가행정기관,보건복지부,오송첨단의료산업진흥재단,보건복지부 오송첨단의료산업진흥재단,200,25,175,25,0,25,0,0
국가행정기관,보건복지부,재단법인 의료기관평가인증원,보건복지부 재단법인 의료기관평가인증원,0,0,0,0,0,0,0,0
국가행정기관,보건복지부,재단법인 한국공공조직은행,보건복지부 재단법인 한국공공조직은행,28,0,28,0,0,0,0,0
국가행정기관,보건복지부,재단법인 한국자활복지개발원,보건복지부 재단법인 한국자활복지개발원,40,40,0,40,7,33,0,0
국가행정기관,보건복지부,재단법인 한국장기조직기증원,보건복지부 재단법인 한국장기조직기증원,2,0,2,0,0,0,0,0
국가행정기관,보건복지부,재단법인국가생명윤리정책원,보건복지부 재단법인국가생명윤리정책원,1,0,1,0,0,0,0,0
국가행정기관,보건복지부,첨단재생의료및첨단바이오의약품심의위원회사무국,보건복지부 첨단재생의료및첨단바이오의약품심의위원회사무국,0,0,0,0,0,0,0,0
국가행정기관,보건복지부,한국건강증진개발원,보건복지부 한국건강증진개발원,0,0,0,0,0,0,0,0
국가행정기관,보건복지부,한국국제보건의료재단,보건복지부 한국국제보건의료재단,3,0,3,0,0,0,0,0
국가행정기관,보건복지부,한국노인인력개발원,보건복지부 한국노인인력개발원,11,8,3,8,0,8,0,0
국가행정기관,보건복지부,한국보건복지인재원,보건복지부 한국보건복지인재원,0,0,0,0,0,0,0,0
국가행정기관,보건복지부,한국보건산업진흥원,보건복지부 한국보건산업진흥원,0,0,0,0,0,0,0,0
국가행정기관,보건복지부,한국보건의료연구원,보건복지부 한국보건의료연구원,4,0,4,0,0,0,0,0
국가행정기관,보건복지부,한국보건의료인국가시험원,보건복지부 한국보건의료인국가시험원,20,4,16,4,2,2,0,0
국가행정기관,보건복지부,한국보육진흥원,보건복지부 한국보육진흥원,0,0,0,0,0,0,0,0
국가행정기관,보건복지부,한국사회보장정보원,보건복지부 한국사회보장정보원,41,41,0,41,0,41,0,0
국가행정기관,보건복지부,한국사회복지협의회,보건복지부 한국사회복지협의회,11,0,11,0,0,0,0,0
국가행정기관,보건복지부,한국의료분쟁조정중재원,보건복지부 한국의료분쟁조정중재원,25,20,5,20,0,20,0,0
국가행정기관,보건복지부,한국장애인개발원,보건복지부 한국장애인개발원,60,55,5,55,0,55,0,0
국가행정기관,보건복지부,한국한의약진흥원,보건복지부 한국한의약진흥원,64,59,5,59,0,59,0,0
국가행정기관,산림청,산림청,산림청,2619,2458,161,2458,0,2458,0,0
국가행정기관,산림청,한국등산트레킹지원센터,산림청 한국등산트레킹지원센터,94,87,7,87,3,84,0,0
국가행정기관,산림청,한국산림복지진흥원,산림청 한국산림복지진흥원,558,547,11,547,0,547,0,0
국가행정기관,산림청,한국수목원정원관리원,산림청 한국수목원정원관리원,711,473,238,473,200,273,0,0
국가행정기관,산림청,한국임업진흥원,산림청 한국임업진흥원,28,25,3,25,0,25,0,0
국가행정기관,산업통상자원부,산업통상자원부,산업통상자원부,0,0,0,0,0,0,0,0
국가행정기관,산업통상자원부,(주)한국가스기술공사,산업통상자원부 (주)한국가스기술공사,65,65,0,65,26,39,0,0
국가행정기관,산업통상자원부,군산자유무역지역관리원,산업통상자원부 군산자유무역지역관리원,17,17,0,17,6,11,0,0
국가행정기관,산업통상자원부,김제자유무역지역관리원,산업통상자원부 김제자유무역지역관리원,107,107,0,107,0,107,0,0
국가행정기관,산업통상자원부,대불자유무역지역관리원,산업통상자원부 대불자유무역지역관리원,134,134,0,134,0,134,0,0
국가행정기관,산업통상자원부,대한무역투자진흥공사,산업통상자원부 대한무역투자진흥공사,155,149,6,149,0,149,0,0
국가행정기관,산업통상자원부,대한석탄공사,산업통상자원부 대한석탄공사,262,12,250,12,0,12,0,0
국가행정기관,산업통상자원부,동해자유무역지역관리원,산업통상자원부 동해자유무역지역관리원,37,37,0,37,0,37,0,0
국가행정기관,산업통상자원부,마산자유무역지역관리원,산업통상자원부 마산자유무역지역관리원,177,177,0,177,0,0,177,0
국가행정기관,산업통상자원부,율촌자유무역지역관리원,산업통상자원부 율촌자유무역지역관리원,40,40,0,40,19,21,0,0
국가행정기관,산업통상자원부,재단법인한국에너지재단,산업통상자원부 재단법인한국에너지재단,9,3,6,3,0,3,0,0
국가행정기관,산업통상자원부,주식회사 강원랜드,산업통상자원부 주식회사 강원랜드,5077,4565,512,4565,2417,2148,0,0
국가행정기관,산업통상자원부,학교법인한국전력국제원자력대학원대학교,산업통상자원부 학교법인한국전력국제원자력대학원대학교,79,76,3,76,0,76,0,0
국가행정기관,산업통상자원부,한국가스공사,산업통상자원부 한국가스공사,2716,0,2716,0,0,0,0,0
국가행정기관,산업통상자원부,한국가스안전공사,산업통상자원부 한국가스안전공사,422,393,29,393,86,307,0,0
국가행정기관,산업통상자원부,한국광해광업공단,산업통상자원부 한국광해광업공단,255,254,1,254,0,254,0,0
국가행정기관,산업통상자원부,한국남동발전(주),산업통상자원부 한국남동발전(주),3328,144,3184,144,26,118,0,0
국가행정기관,산업통상자원부,한국남부발전(주),산업통상자원부 한국남부발전(주),3248,166,3082,166,47,119,0,0
국가행정기관,산업통상자원부,한국동서발전(주),산업통상자원부 한국동서발전(주),3271,28,3243,28,2,26,0,0
국가행정기관,산업통상자원부,한국디자인진흥원,산업통상자원부 한국디자인진흥원,135,131,4,131,99,4,28,0
국가행정기관,산업통상자원부,한국로봇산업진흥원,산업통상자원부 한국로봇산업진흥원,85,85,0,85,0,85,0,0
국가행정기관,산업통상자원부,한국무역보험공사,산업통상자원부 한국무역보험공사,130,113,17,113,0,113,0,0
국가행정기관,산업통상자원부,한국산업기술시험원,산업통상자원부 한국산업기술시험원,344,152,192,152,19,133,0,0
국가행정기관,산업통상자원부,한국산업기술평가관리원,산업통상자원부 한국산업기술평가관리원,51,51,0,51,0,51,0,0
국가행정기관,산업통상자원부,한국산업단지공단,산업통상자원부 한국산업단지공단,79,79,0,79,0,79,0,0
국가행정기관,산업통상자원부,한국서부발전(주),산업통상자원부 한국서부발전(주),3488,373,3115,373,373,0,0,0
국가행정기관,산업통상자원부,한국석유공사,산업통상자원부 한국석유공사,556,144,412,144,113,31,0,0
국가행정기관,산업통상자원부,한국석유관리원,산업통상자원부 한국석유관리원,182,0,182,0,0,0,0,0
국가행정기관,산업통상자원부,한국세라믹기술원,산업통상자원부 한국세라믹기술원,188,45,143,45,0,45,0,0
국가행정기관,산업통상자원부,한국수력원자력(주),산업통상자원부 한국수력원자력(주),7204,1909,5295,1909,1365,544,0,0
국가행정기관,산업통상자원부,한국에너지공단,산업통상자원부 한국에너지공단,107,107,0,107,96,11,0,0
국가행정기관,산업통상자원부,한국에너지기술평가원,산업통상자원부 한국에너지기술평가원,10,7,3,7,4,3,0,0
국가행정기관,산업통상자원부,한국에너지정보문화재단,산업통상자원부 한국에너지정보문화재단,18,18,0,18,10,5,3,0
국가행정기관,산업통상자원부,한국원자력환경공단,산업통상자원부 한국원자력환경공단,171,20,151,20,0,20,0,0
국가행정기관,산업통상자원부,한국전기안전공사,산업통상자원부 한국전기안전공사,431,354,77,354,0,354,0,0
국가행정기관,산업통상자원부,한국전력거래소,산업통상자원부 한국전력거래소,225,0,225,0,0,0,0,0
국가행정기관,산업통상자원부,한국전력공사,산업통상자원부 한국전력공사,23227,3814,19413,3814,205,3609,0,0
국가행정기관,산업통상자원부,한국전력기술(주),산업통상자원부 한국전력기술(주),314,120,194,120,20,100,0,0
국가행정기관,산업통상자원부,한국제품안전관리원,산업통상자원부 한국제품안전관리원,4,4,0,4,0,4,0,0
국가행정기관,산업통상자원부,한국중부발전(주),산업통상자원부 한국중부발전(주),4758,257,4501,257,92,165,0,0
국가행정기관,산업통상자원부,한국지역난방공사,산업통상자원부 한국지역난방공사,1374,0,1374,0,0,0,0,0
국가행정기관,산업통상자원부,한국탄소산업진흥원,산업통상자원부 한국탄소산업진흥원,63,63,0,63,0,63,0,0
국가행정기관,산업통상자원부,한전KDN(주),산업통상자원부 한전KDN(주),446,133,313,133,0,133,0,0
국가행정기관,산업통상자원부,한전엠씨에스(주),산업통상자원부 한전엠씨에스(주),5,5,0,5,0,5,0,0
국가행정기관,산업통상자원부,한전원자력연료(주),산업통상자원부 한전원자력연료(주),379,10,369,10,0,10,0,0
국가행정기관,산업통상자원부,한전케이피에스주식회사,산업통상자원부 한전케이피에스주식회사,494,168,326,168,72,96,0,0
국가행정기관,새만금개발청,새만금개발청,새만금개발청,27,27,0,27,0,27,0,0
국가행정기관,소방청,국립소방연구원,소방청  국립소방연구원,10,10,0,10,0,10,0,0
국가행정기관,소방청,중앙119구조본부,소방청  중앙119구조본부,135,87,48,87,13,74,0,0
국가행정기관,소방청,중앙소방학교,소방청  중앙소방학교,288,288,0,288,0,288,0,0
국가행정기관,소방청,한국소방산업기술원,소방청  한국소방산업기술원,99,99,0,99,0,99,0,0
국가행정기관,소방청,한국소방안전원,소방청  한국소방안전원,152,138,14,138,5,133,0,0
국가행정기관,식품의약품안전처,식품의약품안전처,식품의약품안전처,20,16,4,16,16,0,0,0
국가행정기관,식품의약품안전처,경인지방식품의약품안전청,식품의약품안전처 경인지방식품의약품안전청,12,12,0,12,0,12,0,0
국가행정기관,식품의약품안전처,광주지방식품의약품안전청,식품의약품안전처 광주지방식품의약품안전청,7,2,5,2,0,2,0,0
국가행정기관,식품의약품안전처,대구지방식품의약품안전청,식품의약품안전처 대구지방식품의약품안전청,0,0,0,0,0,0,0,0
국가행정기관,식품의약품안전처,대전지방식품의약품안전청,식품의약품안전처 대전지방식품의약품안전청,15,11,4,11,0,11,0,0
국가행정기관,식품의약품안전처,부산지방식품의약품안전청,식품의약품안전처 부산지방식품의약품안전청,0,0,0,0,0,0,0,0
국가행정기관,식품의약품안전처,서울지방식품의약품안전청,식품의약품안전처 서울지방식품의약품안전청,32,32,0,32,12,20,0,0
국가행정기관,식품의약품안전처,식품안전정보원,식품의약품안전처 식품안전정보원,1,0,1,0,0,0,0,0
국가행정기관,식품의약품안전처,식품의약품안전평가원,식품의약품안전처 식품의약품안전평가원,103,97,6,97,0,97,0,0
국가행정기관,식품의약품안전처,한국식품안전관리인증원,식품의약품안전처 한국식품안전관리인증원,0,0,0,0,0,0,0,0
국가행정기관,식품의약품안전처,한국의료기기안전정보원,식품의약품안전처 한국의료기기안전정보원,2,0,2,0,0,0,0,0
국가행정기관,식품의약품안전처,한국의약품안전관리원,식품의약품안전처 한국의약품안전관리원,8,3,5,3,3,0,0,0
국가행정기관,여성가족부,여성가족부,여성가족부,0,0,0,0,0,0,0,0
국가행정기관,여성가족부,한국건강가정진흥원,여성가족부 한국건강가정진흥원,0,0,0,0,0,0,0,0
국가행정기관,여성가족부,한국양성평등교육진흥원,여성가족부 한국양성평등교육진흥원,14,14,0,14,0,14,0,0
국가행정기관,여성가족부,한국여성인권진흥원,여성가족부 한국여성인권진흥원,6,5,1,5,0,5,0,0
국가행정기관,여성가족부,한국청소년상담복지개발원,여성가족부 한국청소년상담복지개발원,20,0,20,0,0,0,0,0
국가행정기관,여성가족부,한국청소년활동진흥원,여성가족부 한국청소년활동진흥원,408,403,5,403,188,215,0,0
국가행정기관,외교부,외교부,외교부,127,8,119,8,2,6,0,0
국가행정기관,외교부,국립외교원,외교부 국립외교원,99,38,61,38,0,38,0,0
국가행정기관,외교부,재외동포재단,외교부 재외동포재단,11,4,7,4,4,0,0,0
국가행정기관,외교부,한국국제교류재단,외교부 한국국제교류재단,99,77,22,77,57,20,0,0
국가행정기관,외교부,한아프리카재단,외교부 한아프리카재단,3,3,0,3,2,1,0,0
