기관대분류,최상위기관,기관명,전체기관명,총계,공개장소,비공개장소,공개장소 소계,범죄예방,시설안전 및 화재예방,교통단속,교통정보수집 분석 및 제공
교육기관,교육부,송전중학교,교육부 경기도교육청 경기도용인교육지원청 송전중학교,15,15,0,15,0,15,0,0
교육기관,교육부,송전초등학교,교육부 경기도교육청 경기도용인교육지원청 송전초등학교,16,16,0,16,12,4,0,0
교육기관,교육부,송전초등학교병설유치원,교육부 경기도교육청 경기도용인교육지원청 송전초등학교병설유치원,16,16,0,16,12,4,0,0
교육기관,교육부,수지고등학교,교육부 경기도교육청 경기도용인교육지원청 수지고등학교,14,14,0,14,14,0,0,0
교육기관,교육부,수지누리유치원,교육부 경기도교육청 경기도용인교육지원청 수지누리유치원,11,11,0,11,11,0,0,0
교육기관,교육부,수지아이뜰유치원,교육부 경기도교육청 경기도용인교육지원청 수지아이뜰유치원,58,5,53,5,2,3,0,0
교육기관,교육부,수지중학교,교육부 경기도교육청 경기도용인교육지원청 수지중학교,23,23,0,23,10,13,0,0
교육기관,교육부,수지초등학교,교육부 경기도교육청 경기도용인교육지원청 수지초등학교,25,25,0,25,15,10,0,0
교육기관,교육부,수지초등학교병설유치원,교육부 경기도교육청 경기도용인교육지원청 수지초등학교병설유치원,25,25,0,25,15,10,0,0
교육기관,교육부,신갈고등학교,교육부 경기도교육청 경기도용인교육지원청 신갈고등학교,47,4,43,4,4,0,0,0
교육기관,교육부,신갈초등학교,교육부 경기도교육청 경기도용인교육지원청 신갈초등학교,15,15,0,15,15,0,0,0
교육기관,교육부,신리초등학교,교육부 경기도교육청 경기도용인교육지원청 신리초등학교,9,9,0,9,9,0,0,0
교육기관,교육부,신봉고등학교,교육부 경기도교육청 경기도용인교육지원청 신봉고등학교,36,36,0,36,17,17,1,1
교육기관,교육부,신봉중학교,교육부 경기도교육청 경기도용인교육지원청 신봉중학교,25,25,0,25,25,0,0,0
교육기관,교육부,신월초등학교,교육부 경기도교육청 경기도용인교육지원청 신월초등학교,32,32,0,32,0,32,0,0
교육기관,교육부,신일초등학교,교육부 경기도교육청 경기도용인교육지원청 신일초등학교,8,8,0,8,4,4,0,0
교육기관,교육부,아이원유치원,교육부 경기도교육청 경기도용인교육지원청 아이원유치원,23,23,0,23,3,16,2,2
교육기관,교육부,아이유치원,교육부 경기도교육청 경기도용인교육지원청 아이유치원,20,6,14,6,3,2,0,1
교육기관,교육부,양지초등학교,교육부 경기도교육청 경기도용인교육지원청 양지초등학교,16,16,0,16,0,16,0,0
교육기관,교육부,어정중학교,교육부 경기도교육청 경기도용인교육지원청 어정중학교,25,17,8,17,16,1,0,0
교육기관,교육부,어정초등학교,교육부 경기도교육청 경기도용인교육지원청 어정초등학교,19,19,0,19,16,3,0,0
교육기관,교육부,언남초등학교,교육부 경기도교육청 경기도용인교육지원청 언남초등학교,25,25,0,25,15,10,0,0
교육기관,교육부,언동중학교,교육부 경기도교육청 경기도용인교육지원청 언동중학교,51,49,2,49,0,49,0,0
교육기관,교육부,언동초등학교,교육부 경기도교육청 경기도용인교육지원청 언동초등학교,11,11,0,11,11,0,0,0
교육기관,교육부,역북초등학교,교육부 경기도교육청 경기도용인교육지원청 역북초등학교,12,12,0,12,0,12,0,0
교육기관,교육부,영문중학교,교육부 경기도교육청 경기도용인교육지원청 영문중학교,48,44,4,44,32,12,0,0
교육기관,교육부,예일유치원,교육부 경기도교육청 경기도용인교육지원청 예일유치원,16,16,0,16,0,16,0,0
교육기관,교육부,왕산초등학교,교육부 경기도교육청 경기도용인교육지원청 왕산초등학교,15,15,0,15,10,5,0,0
교육기관,교육부,용동중학교,교육부 경기도교육청 경기도용인교육지원청 용동중학교,15,15,0,15,15,0,0,0
교육기관,교육부,용마초등학교,교육부 경기도교육청 경기도용인교육지원청 용마초등학교,24,24,0,24,12,8,4,0
교육기관,교육부,용신중학교,교육부 경기도교육청 경기도용인교육지원청 용신중학교,26,26,0,26,13,13,0,0
교육기관,교육부,용인강남학교,교육부 경기도교육청 경기도용인교육지원청 용인강남학교,99,14,85,14,0,14,0,0
교육기관,교육부,용인다움학교,교육부 경기도교육청 경기도용인교육지원청 용인다움학교,39,37,2,37,31,2,4,0
교육기관,교육부,용인대덕중학교,교육부 경기도교육청 경기도용인교육지원청 용인대덕중학교,29,29,0,29,0,29,0,0
교육기관,교육부,용인대덕초등학교,교육부 경기도교육청 경기도용인교육지원청 용인대덕초등학교,10,10,0,10,0,10,0,0
교육기관,교육부,용인대일초등학교,교육부 경기도교육청 경기도용인교육지원청 용인대일초등학교,13,13,0,13,0,13,0,0
교육기관,교육부,용인바이오고등학교,교육부 경기도교육청 경기도용인교육지원청 용인바이오고등학교,17,17,0,17,4,8,3,2
교육기관,교육부,용인백현고등학교,교육부 경기도교육청 경기도용인교육지원청 용인백현고등학교,24,24,0,24,13,11,0,0
교육기관,교육부,용인백현중학교,교육부 경기도교육청 경기도용인교육지원청 용인백현중학교,29,29,0,29,22,7,0,0
교육기관,교육부,용인백현초등학교,교육부 경기도교육청 경기도용인교육지원청 용인백현초등학교,15,15,0,15,0,15,0,0
교육기관,교육부,용인삼계고등학교,교육부 경기도교육청 경기도용인교육지원청 용인삼계고등학교,25,25,0,25,0,25,0,0
교육기관,교육부,용인성산초등학교,교육부 경기도교육청 경기도용인교육지원청 용인성산초등학교,14,14,0,14,8,4,1,1
교육기관,교육부,용인신릉중학교,교육부 경기도교육청 경기도용인교육지원청 용인신릉중학교,37,37,0,37,19,18,0,0
교육기관,교육부,용인신릉초등학교,교육부 경기도교육청 경기도용인교육지원청 용인신릉초등학교,16,16,0,16,0,16,0,0
교육기관,교육부,용인신봉초등학교,교육부 경기도교육청 경기도용인교육지원청 용인신봉초등학교,24,24,0,24,24,0,0,0
교육기관,교육부,용인신촌중학교,교육부 경기도교육청 경기도용인교육지원청 용인신촌중학교,17,17,0,17,3,12,1,1
교육기관,교육부,용인신촌초등학교,교육부 경기도교육청 경기도용인교육지원청 용인신촌초등학교,16,16,0,16,8,8,0,0
교육기관,교육부,용인심곡초등학교,교육부 경기도교육청 경기도용인교육지원청 용인심곡초등학교,10,10,0,10,10,0,0,0
교육기관,교육부,용인아람유치원,교육부 경기도교육청 경기도용인교육지원청 용인아람유치원,16,16,0,16,0,16,0,0
교육기관,교육부,용인이동초등학교,교육부 경기도교육청 경기도용인교육지원청 용인이동초등학교,9,9,0,9,5,4,0,0
교육기관,교육부,용인초등학교,교육부 경기도교육청 경기도용인교육지원청 용인초등학교,25,25,0,25,21,4,0,0
교육기관,교육부,용인한국외국어대학교부설고등학교,교육부 경기도교육청 경기도용인교육지원청 용인한국외국어대학교부설고등학교,307,307,0,307,0,307,0,0
교육기관,교육부,용인한얼초등학교,교육부 경기도교육청 경기도용인교육지원청 용인한얼초등학교,30,30,0,30,15,15,0,0
교육기관,교육부,용인한일초등학교,교육부 경기도교육청 경기도용인교육지원청 용인한일초등학교,13,13,0,13,13,0,0,0
교육기관,교육부,용인홍천고등학교,교육부 경기도교육청 경기도용인교육지원청 용인홍천고등학교,46,45,1,45,38,7,0,0
교육기관,교육부,용천중학교,교육부 경기도교육청 경기도용인교육지원청 용천중학교,19,19,0,19,10,5,2,2
교육기관,교육부,용천초등학교,교육부 경기도교육청 경기도용인교육지원청 용천초등학교,16,16,0,16,13,3,0,0
교육기관,교육부,운학초등학교,교육부 경기도교육청 경기도용인교육지원청 운학초등학교,14,14,0,14,0,14,0,0
교육기관,교육부,원삼중학교,교육부 경기도교육청 경기도용인교육지원청 원삼중학교,14,10,4,10,4,6,0,0
교육기관,교육부,이현중학교,교육부 경기도교육청 경기도용인교육지원청 이현중학교,21,19,2,19,15,4,0,0
교육기관,교육부,이현초등학교,교육부 경기도교육청 경기도용인교육지원청 이현초등학교,12,12,0,12,0,12,0,0
교육기관,교육부,장평초등학교,교육부 경기도교육청 경기도용인교육지원청 장평초등학교,13,13,0,13,5,8,0,0
교육기관,교육부,정평중학교,교육부 경기도교육청 경기도용인교육지원청 정평중학교,18,18,0,18,2,12,4,0
교육기관,교육부,정평초등학교,교육부 경기도교육청 경기도용인교육지원청 정평초등학교,16,16,0,16,0,16,0,0
교육기관,교육부,제일초등학교,교육부 경기도교육청 경기도용인교육지원청 제일초등학교,11,11,0,11,3,8,0,0
교육기관,교육부,좌항초등학교,교육부 경기도교육청 경기도용인교육지원청 좌항초등학교,21,21,0,21,11,10,0,0
교육기관,교육부,죽전고등학교,교육부 경기도교육청 경기도용인교육지원청 죽전고등학교,16,16,0,16,0,16,0,0
교육기관,교육부,죽전중학교,교육부 경기도교육청 경기도용인교육지원청 죽전중학교,13,13,0,13,2,11,0,0
교육기관,교육부,죽전초등학교,교육부 경기도교육청 경기도용인교육지원청 죽전초등학교,11,11,0,11,6,5,0,0
교육기관,교육부,중앙예닮학교,교육부 경기도교육청 경기도용인교육지원청 중앙예닮학교,127,127,0,127,0,127,0,0
교육기관,교육부,중일초등학교,교육부 경기도교육청 경기도용인교육지원청 중일초등학교,22,22,0,22,8,14,0,0
교육기관,교육부,지곡초등학교,교육부 경기도교육청 경기도용인교육지원청 지곡초등학교,15,15,0,15,0,15,0,0
교육기관,교육부,지석초등학교,교육부 경기도교육청 경기도용인교육지원청 지석초등학교,13,13,0,13,0,13,0,0
교육기관,교육부,처인성유치원,교육부 경기도교육청 경기도용인교육지원청 처인성유치원,16,16,0,16,8,8,0,0
교육기관,교육부,청곡초등학교,교육부 경기도교육청 경기도용인교육지원청 청곡초등학교,17,17,0,17,17,0,0,0
교육기관,교육부,청덕고등학교,교육부 경기도교육청 경기도용인교육지원청 청덕고등학교,32,25,7,25,18,7,0,0
교육기관,교육부,청덕중학교,교육부 경기도교육청 경기도용인교육지원청 청덕중학교,12,12,0,12,12,0,0,0
교육기관,교육부,청덕초등학교,교육부 경기도교육청 경기도용인교육지원청 청덕초등학교,20,20,0,20,20,0,0,0
교육기관,교육부,초당중학교,교육부 경기도교육청 경기도용인교육지원청 초당중학교,26,25,1,25,0,25,0,0
교육기관,교육부,초당초등학교,교육부 경기도교육청 경기도용인교육지원청 초당초등학교,14,14,0,14,13,1,0,0
교육기관,교육부,초롱유치원,교육부 경기도교육청 경기도용인교육지원청 초롱유치원,21,21,0,21,0,21,0,0
교육기관,교육부,태성고등학교,교육부 경기도교육청 경기도용인교육지원청 태성고등학교,49,40,9,40,0,40,0,0
교육기관,교육부,태성중학교,교육부 경기도교육청 경기도용인교육지원청 태성중학교,29,29,0,29,0,29,0,0
교육기관,교육부,토월초등학교,교육부 경기도교육청 경기도용인교육지원청 토월초등학교,16,16,0,16,16,0,0,0
교육기관,교육부,포곡고등학교,교육부 경기도교육청 경기도용인교육지원청 포곡고등학교,59,59,0,59,0,59,0,0
교육기관,교육부,포곡중학교,교육부 경기도교육청 경기도용인교육지원청 포곡중학교,18,18,0,18,5,11,1,1
교육기관,교육부,포곡초등학교,교육부 경기도교육청 경기도용인교육지원청 포곡초등학교,16,16,0,16,16,0,0,0
교육기관,교육부,풍덕고등학교,교육부 경기도교육청 경기도용인교육지원청 풍덕고등학교,37,37,0,37,21,16,0,0
교육기관,교육부,풍덕초등학교,교육부 경기도교육청 경기도용인교육지원청 풍덕초등학교,16,16,0,16,10,2,4,0
교육기관,교육부,풍천초등학교,교육부 경기도교육청 경기도용인교육지원청 풍천초등학교,12,12,0,12,5,5,1,1
교육기관,교육부,풍천초등학교병설유치원,교육부 경기도교육청 경기도용인교육지원청 풍천초등학교병설유치원,12,12,0,12,5,5,1,1
교육기관,교육부,한숲중학교,교육부 경기도교육청 경기도용인교육지원청 한숲중학교,33,33,0,33,0,33,0,0
교육기관,교육부,한터초등학교,교육부 경기도교육청 경기도용인교육지원청 한터초등학교,18,18,0,18,0,18,0,0
교육기관,교육부,함박초등학교,교육부 경기도교육청 경기도용인교육지원청 함박초등학교,29,29,0,29,29,0,0,0
교육기관,교육부,현대유치원,교육부 경기도교육청 경기도용인교육지원청 현대유치원,18,18,0,18,0,18,0,0
교육기관,교육부,현암고등학교,교육부 경기도교육청 경기도용인교육지원청 현암고등학교,16,16,0,16,7,7,1,1
교육기관,교육부,현암중학교,교육부 경기도교육청 경기도용인교육지원청 현암중학교,16,16,0,16,0,16,0,0
교육기관,교육부,현암초등학교,교육부 경기도교육청 경기도용인교육지원청 현암초등학교,16,16,0,16,0,16,0,0
교육기관,교육부,홍천중학교,교육부 경기도교육청 경기도용인교육지원청 홍천중학교,34,34,0,34,18,16,0,0
교육기관,교육부,홍천초등학교,교육부 경기도교육청 경기도용인교육지원청 홍천초등학교,13,13,0,13,13,0,0,0
교육기관,교육부,효자초등학교,교육부 경기도교육청 경기도용인교육지원청 효자초등학교,9,9,0,9,2,7,0,0
교육기관,교육부,흥덕고등학교,교육부 경기도교육청 경기도용인교육지원청 흥덕고등학교,48,48,0,48,15,33,0,0
교육기관,교육부,흥덕중학교,교육부 경기도교육청 경기도용인교육지원청 흥덕중학교,47,47,0,47,14,33,0,0
교육기관,교육부,흥덕초등학교,교육부 경기도교육청 경기도용인교육지원청 흥덕초등학교,18,18,0,18,4,14,0,0
교육기관,교육부,경기도유아체험교육원,교육부 경기도교육청 경기도유아체험교육원,12,12,0,12,12,0,0,0
교육기관,교육부,경기도융합과학교육원,교육부 경기도교육청 경기도융합과학교육원,39,39,0,39,0,39,0,0
교육기관,교육부,경기도의정부교육지원청,교육부 경기도교육청 경기도의정부교육지원청,47,47,0,47,0,47,0,0
교육기관,교육부,가능초등학교,교육부 경기도교육청 경기도의정부교육지원청 가능초등학교,23,23,0,23,8,13,2,0
교육기관,교육부,경민IT고등학교,교육부 경기도교육청 경기도의정부교육지원청 경민IT고등학교,32,32,0,32,24,8,0,0
교육기관,교육부,경민고등학교,교육부 경기도교육청 경기도의정부교육지원청 경민고등학교,52,52,0,52,52,0,0,0
교육기관,교육부,경민비즈니스고등학교,교육부 경기도교육청 경기도의정부교육지원청 경민비즈니스고등학교,34,33,1,33,29,4,0,0
교육기관,교육부,경민여자중학교,교육부 경기도교육청 경기도의정부교육지원청 경민여자중학교,28,28,0,28,0,28,0,0
교육기관,교육부,경민중학교,교육부 경기도교육청 경기도의정부교육지원청 경민중학교,33,33,0,33,33,0,0,0
교육기관,교육부,경의유치원,교육부 경기도교육청 경기도의정부교육지원청 경의유치원,8,8,0,8,3,5,0,0
교육기관,교육부,경의초등학교,교육부 경기도교육청 경기도의정부교육지원청 경의초등학교,9,9,0,9,9,0,0,0
교육기관,교육부,고산초등학교,교육부 경기도교육청 경기도의정부교육지원청 고산초등학교,9,9,0,9,9,0,0,0
교육기관,교육부,금오중학교,교육부 경기도교육청 경기도의정부교육지원청 금오중학교,9,9,0,9,0,9,0,0
교육기관,교육부,금오초등학교,교육부 경기도교육청 경기도의정부교육지원청 금오초등학교,14,11,3,11,5,4,1,1
교육기관,교육부,녹양유치원,교육부 경기도교육청 경기도의정부교육지원청 녹양유치원,6,6,0,6,3,3,0,0
교육기관,교육부,녹양중학교,교육부 경기도교육청 경기도의정부교육지원청 녹양중학교,24,23,1,23,11,11,1,0
교육기관,교육부,녹양초등학교,교육부 경기도교육청 경기도의정부교육지원청 녹양초등학교,22,22,0,22,12,10,0,0
교육기관,교육부,다온중학교,교육부 경기도교육청 경기도의정부교육지원청 다온중학교,23,23,0,23,0,23,0,0
교육기관,교육부,동국대학교사범대학부속영석고등학교,교육부 경기도교육청 경기도의정부교육지원청 동국대학교사범대학부속영석고등학교,36,31,5,31,5,24,2,0
교육기관,교육부,동암중학교,교육부 경기도교육청 경기도의정부교육지원청 동암중학교,29,29,0,29,11,16,0,2
교육기관,교육부,동암초등학교,교육부 경기도교육청 경기도의정부교육지원청 동암초등학교,16,16,0,16,16,0,0,0
교육기관,교육부,동오초등학교,교육부 경기도교육청 경기도의정부교육지원청 동오초등학교,19,19,0,19,15,4,0,0
교육기관,교육부,민락중학교,교육부 경기도교육청 경기도의정부교육지원청 민락중학교,15,15,0,15,7,8,0,0
교육기관,교육부,민락초등학교,교육부 경기도교육청 경기도의정부교육지원청 민락초등학교,34,34,0,34,0,34,0,0
교육기관,교육부,발곡고등학교,교육부 경기도교육청 경기도의정부교육지원청 발곡고등학교,64,64,0,64,17,47,0,0
교육기관,교육부,발곡중학교,교육부 경기도교육청 경기도의정부교육지원청 발곡중학교,23,23,0,23,14,6,2,1
교육기관,교육부,발곡초등학교,교육부 경기도교육청 경기도의정부교육지원청 발곡초등학교,20,20,0,20,0,20,0,0
교육기관,교육부,배영초등학교,교육부 경기도교육청 경기도의정부교육지원청 배영초등학교,14,14,0,14,7,7,0,0
교육기관,교육부,버들개초등학교,교육부 경기도교육청 경기도의정부교육지원청 버들개초등학교,21,21,0,21,21,0,0,0
교육기관,교육부,부용고등학교,교육부 경기도교육청 경기도의정부교육지원청 부용고등학교,14,14,0,14,8,3,3,0
교육기관,교육부,부용중학교,교육부 경기도교육청 경기도의정부교육지원청 부용중학교,20,20,0,20,5,13,1,1
교육기관,교육부,상우고등학교,교육부 경기도교육청 경기도의정부교육지원청 상우고등학교,51,51,0,51,35,16,0,0
교육기관,교육부,새말초등학교,교육부 경기도교육청 경기도의정부교육지원청 새말초등학교,16,16,0,16,0,16,0,0
교육기관,교육부,솔뫼중학교,교육부 경기도교육청 경기도의정부교육지원청 솔뫼중학교,24,24,0,24,12,12,0,0
교육기관,교육부,솔뫼초등학교,교육부 경기도교육청 경기도의정부교육지원청 솔뫼초등학교,11,11,0,11,0,11,0,0
교육기관,교육부,송민학교,교육부 경기도교육청 경기도의정부교육지원청 송민학교,40,40,0,40,0,40,0,0
교육기관,교육부,송양고등학교,교육부 경기도교육청 경기도의정부교육지원청 송양고등학교,43,43,0,43,0,43,0,0
교육기관,교육부,송양유치원,교육부 경기도교육청 경기도의정부교육지원청 송양유치원,57,12,45,12,2,8,2,0
교육기관,교육부,송양중학교,교육부 경기도교육청 경기도의정부교육지원청 송양중학교,41,40,1,40,32,8,0,0
교육기관,교육부,송양초등학교,교육부 경기도교육청 경기도의정부교육지원청 송양초등학교,26,20,6,20,20,0,0,0
교육기관,교육부,송현고등학교,교육부 경기도교육청 경기도의정부교육지원청 송현고등학교,32,32,0,32,16,16,0,0
교육기관,교육부,신곡중학교,교육부 경기도교육청 경기도의정부교육지원청 신곡중학교,29,29,0,29,2,27,0,0
교육기관,교육부,신동초등학교,교육부 경기도교육청 경기도의정부교육지원청 신동초등학교,10,10,0,10,6,4,0,0
교육기관,교육부,어룡초등학교,교육부 경기도교육청 경기도의정부교육지원청 어룡초등학교,15,15,0,15,15,0,0,0
교육기관,교육부,오동초등학교,교육부 경기도교육청 경기도의정부교육지원청 오동초등학교,16,16,0,16,0,16,0,0
교육기관,교육부,의순초등학교,교육부 경기도교육청 경기도의정부교육지원청 의순초등학교,20,20,0,20,0,20,0,0
교육기관,교육부,의정부고등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부고등학교,62,62,0,62,30,32,0,0
교육기관,교육부,의정부공업고등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부공업고등학교,113,113,0,113,63,50,0,0
교육기관,교육부,의정부광동고등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부광동고등학교,15,9,6,9,0,9,0,0
교육기관,교육부,의정부부용초등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부부용초등학교,12,12,0,12,12,0,0,0
교육기관,교육부,의정부서초등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부서초등학교,12,12,0,12,10,2,0,0
교육기관,교육부,의정부송산초등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부송산초등학교,19,19,0,19,19,0,0,0
교육기관,교육부,의정부신곡초등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부신곡초등학교,18,18,0,18,18,0,0,0
교육기관,교육부,의정부여자고등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부여자고등학교,22,20,2,20,0,20,0,0
교육기관,교육부,의정부용현초등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부용현초등학교,19,19,0,19,19,0,0,0
교육기관,교육부,의정부장암초등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부장암초등학교,13,13,0,13,6,7,0,0
교육기관,교육부,의정부중앙초등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부중앙초등학교,21,21,0,21,21,0,0,0
교육기관,교육부,의정부중학교,교육부 경기도교육청 경기도의정부교육지원청 의정부중학교,17,17,0,17,1,16,0,0
교육기관,교육부,의정부청룡초등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부청룡초등학교,23,23,0,23,9,14,0,0
교육기관,교육부,의정부초등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부초등학교,14,14,0,14,0,14,0,0
교육기관,교육부,의정부호동초등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부호동초등학교,16,16,0,16,16,0,0,0
교육기관,교육부,의정부호원초등학교,교육부 경기도교육청 경기도의정부교육지원청 의정부호원초등학교,17,17,0,17,0,17,0,0
교육기관,교육부,정음유치원,교육부 경기도교육청 경기도의정부교육지원청 정음유치원,35,8,27,8,4,4,0,0
교육기관,교육부,천보중학교,교육부 경기도교육청 경기도의정부교육지원청 천보중학교,26,26,0,26,16,10,0,0
교육기관,교육부,충의중학교,교육부 경기도교육청 경기도의정부교육지원청 충의중학교,19,19,0,19,0,19,0,0
교육기관,교육부,호암유치원,교육부 경기도교육청 경기도의정부교육지원청 호암유치원,19,19,0,19,3,15,1,0
교육기관,교육부,호암초등학교,교육부 경기도교육청 경기도의정부교육지원청 호암초등학교,15,15,0,15,0,15,0,0
교육기관,교육부,호원고등학교,교육부 경기도교육청 경기도의정부교육지원청 호원고등학교,36,36,0,36,29,7,0,0
교육기관,교육부,호원중학교,교육부 경기도교육청 경기도의정부교육지원청 호원중학교,28,28,0,28,0,28,0,0
교육기관,교육부,회룡초등학교,교육부 경기도교육청 경기도의정부교육지원청 회룡초등학교,24,24,0,24,24,0,0,0
교육기관,교육부,효자고등학교,교육부 경기도교육청 경기도의정부교육지원청 효자고등학교,41,40,1,40,3,33,2,2
교육기관,교육부,효자중학교,교육부 경기도교육청 경기도의정부교육지원청 효자중학교,38,38,0,38,0,38,0,0
교육기관,교육부,훈민중학교,교육부 경기도교육청 경기도의정부교육지원청 훈민중학교,45,45,0,45,20,25,0,0
교육기관,교육부,훈민초등학교,교육부 경기도교육청 경기도의정부교육지원청 훈민초등학교,17,17,0,17,7,10,0,0
교육기관,교육부,희망학교,교육부 경기도교육청 경기도의정부교육지원청 희망학교,27,27,0,27,23,4,0,0
교육기관,교육부,경기도이천교육지원청,교육부 경기도교육청 경기도이천교육지원청,16,16,0,16,16,0,0,0
교육기관,교육부,경기새울학교,교육부 경기도교육청 경기도이천교육지원청 경기새울학교,38,38,0,38,10,28,0,0
교육기관,교육부,나래초등학교,교육부 경기도교육청 경기도이천교육지원청 나래초등학교,12,12,0,12,12,0,0,0
교육기관,교육부,다원학교,교육부 경기도교육청 경기도이천교육지원청 다원학교,17,0,17,0,0,0,0,0
교육기관,교육부,대서초등학교,교육부 경기도교육청 경기도이천교육지원청 대서초등학교,25,25,0,25,5,20,0,0
교육기관,교육부,대서초등학교병설유치원,교육부 경기도교육청 경기도이천교육지원청 대서초등학교병설유치원,25,25,0,25,5,20,0,0
교육기관,교육부,대월중학교,교육부 경기도교육청 경기도이천교육지원청 대월중학교,16,16,0,16,4,12,0,0
교육기관,교육부,대월초등학교,교육부 경기도교육청 경기도이천교육지원청 대월초등학교,14,14,0,14,14,0,0,0
교육기관,교육부,도암초등학교,교육부 경기도교육청 경기도이천교육지원청 도암초등학교,21,21,0,21,21,0,0,0
교육기관,교육부,도지초등학교,교육부 경기도교육청 경기도이천교육지원청 도지초등학교,12,12,0,12,12,0,0,0
교육기관,교육부,마장고등학교,교육부 경기도교육청 경기도이천교육지원청 마장고등학교,6,6,0,6,3,3,0,0
교육기관,교육부,마장중학교,교육부 경기도교육청 경기도이천교육지원청 마장중학교,41,41,0,41,21,20,0,0
교육기관,교육부,마장초등학교,교육부 경기도교육청 경기도이천교육지원청 마장초등학교,23,23,0,23,23,0,0,0
교육기관,교육부,모가중학교,교육부 경기도교육청 경기도이천교육지원청 모가중학교,16,16,0,16,16,0,0,0
교육기관,교육부,백사중학교,교육부 경기도교육청 경기도이천교육지원청 백사중학교,10,10,0,10,8,0,2,0
교육기관,교육부,백사초등학교,교육부 경기도교육청 경기도이천교육지원청 백사초등학교,9,9,0,9,9,0,0,0
교육기관,교육부,부발중학교,교육부 경기도교육청 경기도이천교육지원청 부발중학교,18,18,0,18,10,6,2,0
교육기관,교육부,부발초등학교,교육부 경기도교육청 경기도이천교육지원청 부발초등학교,15,15,0,15,0,15,0,0
교육기관,교육부,부원고등학교,교육부 경기도교육청 경기도이천교육지원청 부원고등학교,50,33,17,33,13,20,0,0
교육기관,교육부,삼성숲유치원,교육부 경기도교육청 경기도이천교육지원청 삼성숲유치원,18,18,0,18,15,2,1,0
교육기관,교육부,설봉중학교,교육부 경기도교육청 경기도이천교육지원청 설봉중학교,25,25,0,25,6,17,1,1
교육기관,교육부,설봉초등학교,교육부 경기도교육청 경기도이천교육지원청 설봉초등학교,21,21,0,21,19,2,0,0
교육기관,교육부,설성초등학교,교육부 경기도교육청 경기도이천교육지원청 설성초등학교,16,16,0,16,10,6,0,0
교육기관,교육부,성모유치원,교육부 경기도교육청 경기도이천교육지원청 성모유치원,16,16,0,16,4,12,0,0
교육기관,교육부,송곡초등학교,교육부 경기도교육청 경기도이천교육지원청 송곡초등학교,9,9,0,9,9,0,0,0
교육기관,교육부,신둔초등학교,교육부 경기도교육청 경기도이천교육지원청 신둔초등학교,5,5,0,5,2,2,1,0
교육기관,교육부,신하초등학교,교육부 경기도교육청 경기도이천교육지원청 신하초등학교,14,0,14,0,0,0,0,0
교육기관,교육부,아미초등학교,교육부 경기도교육청 경기도이천교육지원청 아미초등학교,16,16,0,16,3,13,0,0
교육기관,교육부,아미하늘땅별땅유치원,교육부 경기도교육청 경기도이천교육지원청 아미하늘땅별땅유치원,23,23,0,23,23,0,0,0
교육기관,교육부,안흥초등학교,교육부 경기도교육청 경기도이천교육지원청 안흥초등학교,29,29,0,29,19,10,0,0
교육기관,교육부,율면고등학교,교육부 경기도교육청 경기도이천교육지원청 율면고등학교,12,12,0,12,1,11,0,0
교육기관,교육부,율면중학교,교육부 경기도교육청 경기도이천교육지원청 율면중학교,12,12,0,12,0,12,0,0
교육기관,교육부,율면초등학교,교육부 경기도교육청 경기도이천교육지원청 율면초등학교,8,8,0,8,6,2,0,0
교육기관,교육부,이천가산초등학교,교육부 경기도교육청 경기도이천교육지원청 이천가산초등학교,18,18,0,18,18,0,0,0
교육기관,교육부,이천경남중학교,교육부 경기도교육청 경기도이천교육지원청 이천경남중학교,18,18,0,18,14,4,0,0
교육기관,교육부,이천고등학교,교육부 경기도교육청 경기도이천교육지원청 이천고등학교,31,31,0,31,29,2,0,0
교육기관,교육부,이천남초등학교,교육부 경기도교육청 경기도이천교육지원청 이천남초등학교,20,20,0,20,20,0,0,0
교육기관,교육부,이천단월초등학교,교육부 경기도교육청 경기도이천교육지원청 이천단월초등학교,13,13,0,13,7,6,0,0
교육기관,교육부,이천매곡초등학교,교육부 경기도교육청 경기도이천교육지원청 이천매곡초등학교,8,8,0,8,3,5,0,0
교육기관,교육부,이천사동중학교,교육부 경기도교육청 경기도이천교육지원청 이천사동중학교,29,28,1,28,0,28,0,0
교육기관,교육부,이천사동초등학교,교육부 경기도교육청 경기도이천교육지원청 이천사동초등학교,21,21,0,21,12,7,2,0
교육기관,교육부,이천세무고등학교,교육부 경기도교육청 경기도이천교육지원청 이천세무고등학교,16,16,0,16,8,8,0,0
